coin,ts_ms,price
cardano,1788486900000,0.22302466269326943
chainlink,1788486900000,11.864446235272787
ethereum,1788486900000,2505.833346520381
hyperliquid,1788486900000,87.30664911413915
monero,1788486900000,518.002472148367
ripple,1788486900000,1.4416815415693416
solana,1788486900000,103.72340951859182
tron,1788486900000,0.3301031465949933
zcash,1788486900000,940.7816456906896
binancecoin,1788487200000,722.1594038692612
bitcoin,1788487200000,80969.99953830658
bitcoin-cash,1788487200000,255.86074234781245
cardano,1788487200000,0.22243136133231198
chainlink,1788487200000,11.896493625125174
ethereum,1788487200000,2506.437390127091
hyperliquid,1788487200000,87.2101758738103
monero,1788487200000,508.8117800054697
ripple,1788487200000,1.4439243961266806
solana,1788487200000,103.79460844592546
tron,1788487200000,0.33001128216971637
zcash,1788487200000,940.4892751158
binancecoin,1788487500000,721.6251329200704
bitcoin,1788487500000,80859.23575270835
bitcoin-cash,1788487500000,255.2011873236344
cardano,1788487500000,0.22191686520836343
chainlink,1788487500000,11.853937153322873
ethereum,1788487500000,2501.25528504937
hyperliquid,1788487500000,87.0153687442579
monero,1788487500000,509.52756758240497
ripple,1788487500000,1.4405017682133057
solana,1788487500000,103.61785357855005
tron,1788487500000,0.3298611841597148
zcash,1788487500000,940.3231715095468
binancecoin,1788487800000,721.4668644102171
bitcoin,1788487800000,80798.68603198687
bitcoin-cash,1788487800000,254.89137357012112
cardano,1788487800000,0.22149377216585994
chainlink,1788487800000,11.837646137445327
ethereum,1788487800000,2500.6706948453134
hyperliquid,1788487800000,86.91390182452318
monero,1788487800000,509.3047530497446
ripple,1788487800000,1.4396515950758029
solana,1788487800000,103.53546692882368
tron,1788487800000,0.32961955694260736
zcash,1788487800000,938.1770236310757
binancecoin,1788488100000,721.7115249123029
bitcoin,1788488100000,80795.56002843769
bitcoin-cash,1788488100000,254.90253262080248
cardano,1788488100000,0.22206028223986127
chainlink,1788488100000,11.837844471436073
ethereum,1788488100000,2502.2292708766718
hyperliquid,1788488100000,87.17095011563096
monero,1788488100000,508.8696541092945
ripple,1788488100000,1.4400986680879562
solana,1788488100000,103.64355925685189
tron,1788488100000,0.32959939230910285
zcash,1788488100000,939.9742419430252
binancecoin,1788488400000,721.7237874342621
bitcoin,1788488400000,80762.824711063
bitcoin-cash,1788488400000,254.79915747940723
cardano,1788488400000,0.2227336066075436
chainlink,1788488400000,11.828135995447644
ethereum,1788488400000,2501.6883661791576
hyperliquid,1788488400000,87.50420618169733
monero,1788488400000,510.6872727256306
ripple,1788488400000,1.4425127404845681
solana,1788488400000,103.54328351068337
tron,1788488400000,0.329621382826035
zcash,1788488400000,939.4302590901353
binancecoin,1788488700000,720.9986142294773
bitcoin,1788488700000,80703.6619289769
bitcoin-cash,1788488700000,254.49398356204898
cardano,1788488700000,0.2224294970812388
chainlink,1788488700000,11.822216237019651
ethereum,1788488700000,2500.527367622146
hyperliquid,1788488700000,87.30075603970235
monero,1788488700000,510.2388192901516
ripple,1788488700000,1.4399497799300673
solana,1788488700000,103.40671665460904
tron,1788488700000,0.3296251647464606
zcash,1788488700000,937.9960789265696
binancecoin,1788489000000,721.138870296279
bitcoin,1788489000000,80703.47428661879
bitcoin-cash,1788489000000,254.1967431193442
cardano,1788489000000,0.2228201125348919
chainlink,1788489000000,11.814505575010926
ethereum,1788489000000,2499.138727272399
hyperliquid,1788489000000,87.18419576263724
monero,1788489000000,511.15289869618584
ripple,1788489000000,1.4390611832922313
solana,1788489000000,103.4119410263637
tron,1788489000000,0.3295813831699586
zcash,1788489000000,938.0756647035458
binancecoin,1788489300000,721.975202678583
bitcoin,1788489300000,80769.2555643914
bitcoin-cash,1788489300000,254.80142957059508
cardano,1788489300000,0.22310558829372257
chainlink,1788489300000,11.830944287509867
ethereum,1788489300000,2500.9468780412562
hyperliquid,1788489300000,87.16629599042858
monero,1788489300000,511.8954776977591
ripple,1788489300000,1.4415338251600265
solana,1788489300000,103.5123401978771
tron,1788489300000,0.329585002284395
zcash,1788489300000,937.536429369058
binancecoin,1788489600000,723.1105800812768
bitcoin,1788489600000,80823.44999533647
bitcoin-cash,1788489600000,255.1157998545155
cardano,1788489600000,0.22377653069929063
chainlink,1788489600000,11.862847390417874
ethereum,1788489600000,2503.554603680938
hyperliquid,1788489600000,87.02119285564382
monero,1788489600000,510.377298129837
ripple,1788489600000,1.4437237681272335
solana,1788489600000,103.62939373204416
tron,1788489600000,0.32962399496993855
zcash,1788489600000,938.5115026165067
binancecoin,1788489900000,723.1169839265444
bitcoin,1788489900000,80761.36941576553
bitcoin-cash,1788489900000,254.6741628589102
cardano,1788489900000,0.2241714795321344
chainlink,1788489900000,11.850207170568407
ethereum,1788489900000,2501.352208308396
hyperliquid,1788489900000,86.82694593363526
monero,1788489900000,508.82668441301536
ripple,1788489900000,1.4426405640261073
solana,1788489900000,103.54554766670564
tron,1788489900000,0.3295555915172078
zcash,1788489900000,936.6060915130021
binancecoin,1788490200000,722.485397271751
bitcoin,1788490200000,80675.28757255158
bitcoin-cash,1788490200000,254.6405743245597
cardano,1788490200000,0.22394424214075428
chainlink,1788490200000,11.843436413695326
ethereum,1788490200000,2499.9071385115176
hyperliquid,1788490200000,86.69681470226652
monero,1788490200000,509.8782032806311
ripple,1788490200000,1.4413963251237263
solana,1788490200000,103.45285233990266
tron,1788490200000,0.3295085007770135
zcash,1788490200000,935.5655497093912
binancecoin,1788490500000,723.1916776485398
bitcoin,1788490500000,80743.91251464155
bitcoin-cash,1788490500000,255.41548252364638
cardano,1788490500000,0.2249762787846175
chainlink,1788490500000,11.871654675739537
ethereum,1788490500000,2503.527924544993
hyperliquid,1788490500000,86.96577481618108
monero,1788490500000,505.43648462943
ripple,1788490500000,1.4457379687600822
solana,1788490500000,103.67413267195931
tron,1788490500000,0.329494871200783
zcash,1788490500000,938.558321859586
binancecoin,1788490800000,724.086324678777
bitcoin,1788490800000,80812.35052737984
bitcoin-cash,1788490800000,255.77853081919906
cardano,1788490800000,0.22567563032925644
chainlink,1788490800000,11.903752557939766
ethereum,1788490800000,2506.390457555664
hyperliquid,1788490800000,87.01709425370142
monero,1788490800000,507.10735566506435
ripple,1788490800000,1.4461397635667752
solana,1788490800000,103.73687445744767
tron,1788490800000,0.329501024136109
zcash,1788490800000,939.1029436652127
binancecoin,1788491100000,724.0272803581818
bitcoin,1788491100000,80890.53954985648
bitcoin-cash,1788491100000,256.0156829974925
cardano,1788491100000,0.22467098522943205
chainlink,1788491100000,11.919591097187933
ethereum,1788491100000,2510.791474565537
hyperliquid,1788491100000,87.05577652601109
monero,1788491100000,505.4243686808541
ripple,1788491100000,1.4481801923479989
solana,1788491100000,103.88418932253403
tron,1788491100000,0.3295935973834644
zcash,1788491100000,948.7697408330783
binancecoin,1788491400000,724.5503477357177
bitcoin,1788491400000,80963.05066929224
bitcoin-cash,1788491400000,256.0595417622136
cardano,1788491400000,0.22469230749875366
chainlink,1788491400000,11.926091408132534
ethereum,1788491400000,2513.4473261535827
hyperliquid,1788491400000,87.13819678461716
monero,1788491400000,504.65810091709574
ripple,1788491400000,1.4511670435706696
solana,1788491400000,104.03785811055944
tron,1788491400000,0.32955147598381673
zcash,1788491400000,950.5532856390712
binancecoin,1788491700000,724.6162219526075
bitcoin,1788491700000,80925.78119686304
bitcoin-cash,1788491700000,255.5862334603742
cardano,1788491700000,0.22424679898939498
chainlink,1788491700000,11.928720983715332
ethereum,1788491700000,2510.928024039778
hyperliquid,1788491700000,87.07225260066647
monero,1788491700000,505.36173596019455
ripple,1788491700000,1.4494383418138255
solana,1788491700000,103.83835473697417
tron,1788491700000,0.32939683083772875
zcash,1788491700000,947.5641622571922
binancecoin,1788492000000,724.668203313658
bitcoin,1788492000000,80908.79500411238
bitcoin-cash,1788492000000,255.40161428167633
cardano,1788492000000,0.2239795250152445
chainlink,1788492000000,11.908007065732521
ethereum,1788492000000,2510.7840401545373
hyperliquid,1788492000000,87.00311777427106
monero,1788492000000,504.9872224543365
ripple,1788492000000,1.4481491995699982
solana,1788492000000,103.8294287356902
tron,1788492000000,0.329419987200884
zcash,1788492000000,947.5322896920584
binancecoin,1788492300000,724.6561561427043
bitcoin,1788492300000,80909.65625662918
bitcoin-cash,1788492300000,255.4072479974634
cardano,1788492300000,0.2244757665734676
chainlink,1788492300000,11.911555979608877
ethereum,1788492300000,2510.5686051596695
hyperliquid,1788492300000,87.0716332154688
monero,1788492300000,505.84507440120854
ripple,1788492300000,1.4484940027265774
solana,1788492300000,103.92516924732519
tron,1788492300000,0.3295887380518993
zcash,1788492300000,945.5766720530281
binancecoin,1788492600000,724.4808120951346
bitcoin,1788492600000,80837.60452172993
bitcoin-cash,1788492600000,255.07745363912355
cardano,1788492600000,0.22472628504483
chainlink,1788492600000,11.901266044999657
ethereum,1788492600000,2507.441629008197
hyperliquid,1788492600000,87.09322571432736
monero,1788492600000,507.69330767802836
ripple,1788492600000,1.4465034182379592
solana,1788492600000,103.82710753953046
tron,1788492600000,0.3297495187877118
zcash,1788492600000,944.7845467901041
binancecoin,1788492900000,723.9545416619279
bitcoin,1788492900000,80824.2767871619
bitcoin-cash,1788492900000,255.0454169770211
cardano,1788492900000,0.22440307444007804
chainlink,1788492900000,11.891694212121077
ethereum,1788492900000,2506.259294399613
hyperliquid,1788492900000,87.26154291631369
monero,1788492900000,506.5511946805572
ripple,1788492900000,1.4468029910177669
solana,1788492900000,103.79581751190668
tron,1788492900000,0.3296768996662218
zcash,1788492900000,943.377072146233
binancecoin,1788493200000,724.1831248154698
bitcoin,1788493200000,80838.66918128943
bitcoin-cash,1788493200000,255.3741614863863
cardano,1788493200000,0.22442521584377367
chainlink,1788493200000,11.88740002978655
ethereum,1788493200000,2505.735639838515
hyperliquid,1788493200000,87.1662045992827
monero,1788493200000,508.09427617054456
ripple,1788493200000,1.4469377749060783
solana,1788493200000,103.83412968990524
tron,1788493200000,0.32963836215363007
zcash,1788493200000,945.1748287543334
binancecoin,1788493500000,724.342306049691
bitcoin,1788493500000,80864.01488573322
bitcoin-cash,1788493500000,255.524934201021
cardano,1788493500000,0.2248511905701476
chainlink,1788493500000,11.88491852066039
ethereum,1788493500000,2506.180657353579
hyperliquid,1788493500000,87.21659330432239
monero,1788493500000,507.0048255246608
ripple,1788493500000,1.448140816808756
solana,1788493500000,103.88572461318581
tron,1788493500000,0.3296490745403336
zcash,1788493500000,948.1652177786955
binancecoin,1788493800000,723.7405601984094
bitcoin,1788493800000,80917.43124747308
bitcoin-cash,1788493800000,255.67096056238478
cardano,1788493800000,0.22458660146653964
chainlink,1788493800000,11.886392502183815
ethereum,1788493800000,2506.056126620718
hyperliquid,1788493800000,87.22585511588255
monero,1788493800000,507.9127633201971
ripple,1788493800000,1.4468604541077235
solana,1788493800000,103.84285968797391
tron,1788493800000,0.32962169302237454
zcash,1788493800000,946.5969592335668
binancecoin,1788494100000,724.1536625184059
bitcoin,1788494100000,80929.52262062342
bitcoin-cash,1788494100000,255.6560074730828
cardano,1788494100000,0.22449761808334356
chainlink,1788494100000,11.895271371598776
ethereum,1788494100000,2506.2452290635047
hyperliquid,1788494100000,87.29162819937878
monero,1788494100000,504.9283432028055
ripple,1788494100000,1.448006229519983
solana,1788494100000,103.83499665633495
tron,1788494100000,0.32963657290306425
zcash,1788494100000,945.9749176295048
binancecoin,1788494400000,723.4855298754393
bitcoin,1788494400000,80855.6007824934
bitcoin-cash,1788494400000,255.27673095418135
cardano,1788494400000,0.22409729586435273
chainlink,1788494400000,11.887202280723152
ethereum,1788494400000,2505.188681576835
hyperliquid,1788494400000,87.23340523012494
monero,1788494400000,504.76469704467564
ripple,1788494400000,1.4467979046126156
solana,1788494400000,103.71946213503328
tron,1788494400000,0.32944165095324307
zcash,1788494400000,945.526217841603
binancecoin,1788494700000,724.0095679345031
bitcoin,1788494700000,80833.7722477101
bitcoin-cash,1788494700000,255.40613654954015
cardano,1788494700000,0.22406102431765726
chainlink,1788494700000,11.880371517356046
ethereum,1788494700000,2503.097178925601
hyperliquid,1788494700000,87.03362548568616
monero,1788494700000,500.55261878529177
ripple,1788494700000,1.4446580319329403
solana,1788494700000,103.6764489850688
tron,1788494700000,0.32937915147232966
zcash,1788494700000,947.5450288770835
binancecoin,1788495000000,723.7745281002238
bitcoin,1788495000000,80860.91515241923
bitcoin-cash,1788495000000,255.5600592990122
cardano,1788495000000,0.22301800749344197
chainlink,1788495000000,11.872247907778698
ethereum,1788495000000,2503.0619783770526
hyperliquid,1788495000000,86.93235210238387
monero,1788495000000,501.1756393621404
ripple,1788495000000,1.444210852559898
solana,1788495000000,103.61854260652287
tron,1788495000000,0.3293286562094574
zcash,1788495000000,948.8549991717033
binancecoin,1788495300000,724.3007904614706
bitcoin,1788495300000,80952.9090517066
bitcoin-cash,1788495300000,255.9028906649292
cardano,1788495300000,0.2237952406305087
chainlink,1788495300000,11.902481855791027
ethereum,1788495300000,2506.581052893374
hyperliquid,1788495300000,86.97769357090986
monero,1788495300000,504.4282752168146
ripple,1788495300000,1.4488438121832534
solana,1788495300000,103.76221357182459
tron,1788495300000,0.32914315648067555
zcash,1788495300000,950.3526924919212
binancecoin,1788495600000,725.5687083887756
bitcoin,1788495600000,81066.14826451322
bitcoin-cash,1788495600000,256.3801853916416
cardano,1788495600000,0.22485686964983637
chainlink,1788495600000,11.93480798471491
ethereum,1788495600000,2510.0401004368246
hyperliquid,1788495600000,86.9630917238393
monero,1788495600000,504.33426071028555
ripple,1788495600000,1.4510683493289402
solana,1788495600000,103.84154113905072
tron,1788495600000,0.32912500304276
zcash,1788495600000,951.4765854116583
binancecoin,1788495900000,726.8433023990768
bitcoin,1788495900000,81158.84056597644
bitcoin-cash,1788495900000,256.8155104610233
cardano,1788495900000,0.22442191496333208
chainlink,1788495900000,11.956926657516556
ethereum,1788495900000,2515.7945974214185
hyperliquid,1788495900000,87.17687589697674
monero,1788495900000,502.82037663391077
ripple,1788495900000,1.4529178519854835
solana,1788495900000,104.01649840171187
tron,1788495900000,0.3291280842533102
zcash,1788495900000,950.4312203899461
binancecoin,1788496200000,728.2049786739965
bitcoin,1788496200000,81248.2215790465
bitcoin-cash,1788496200000,257.44142772993166
cardano,1788496200000,0.22541844928877516
chainlink,1788496200000,11.991427768294104
ethereum,1788496200000,2522.259675707026
hyperliquid,1788496200000,87.18129079253784
monero,1788496200000,504.58465754112177
ripple,1788496200000,1.4550388525663553
solana,1788496200000,104.26481464485528
tron,1788496200000,0.3291557644105027
zcash,1788496200000,954.6059507530849
binancecoin,1788496500000,727.3025857250489
bitcoin,1788496500000,81179.63239584402
bitcoin-cash,1788496500000,257.33206269813377
cardano,1788496500000,0.22598737817083953
chainlink,1788496500000,11.985497280410353
ethereum,1788496500000,2520.884703787173
hyperliquid,1788496500000,87.1777088654892
monero,1788496500000,505.6857692445359
ripple,1788496500000,1.4554799371489326
solana,1788496500000,104.2174565991117
tron,1788496500000,0.3293902289558216
zcash,1788496500000,954.0426044364466
binancecoin,1788496800000,726.1687780267016
bitcoin,1788496800000,81057.68611257937
bitcoin-cash,1788496800000,256.6308903341966
cardano,1788496800000,0.22567362679076444
chainlink,1788496800000,11.978844554824533
ethereum,1788496800000,2517.2816718082936
hyperliquid,1788496800000,86.99958712059342
monero,1788496800000,503.17425526376087
ripple,1788496800000,1.451746597753516
solana,1788496800000,103.9974278182592
tron,1788496800000,0.3293583841275995
zcash,1788496800000,950.2960989179333
binancecoin,1788497100000,725.8860505435775
bitcoin,1788497100000,81035.63654980148
bitcoin-cash,1788497100000,256.2403918686396
cardano,1788497100000,0.22439841020408421
chainlink,1788497100000,11.945170340564982
ethereum,1788497100000,2512.5151558971975
hyperliquid,1788497100000,86.7499241156375
monero,1788497100000,503.34029838865314
ripple,1788497100000,1.4506241227675627
solana,1788497100000,103.892572150791
tron,1788497100000,0.32915784513650287
zcash,1788497100000,949.5187610068826
binancecoin,1788497400000,726.2308917163258
bitcoin,1788497400000,81050.50536129669
bitcoin-cash,1788497400000,256.1700990343261
cardano,1788497400000,0.22426073570001284
chainlink,1788497400000,11.936235739792624
ethereum,1788497400000,2509.742555430379
hyperliquid,1788497400000,86.62089529614406
monero,1788497400000,503.7331318995767
ripple,1788497400000,1.4500752828919234
solana,1788497400000,103.88347440844545
tron,1788497400000,0.3291260268214658
zcash,1788497400000,950.1038325073562
binancecoin,1788497700000,726.003246380841
bitcoin,1788497700000,81064.26979202655
bitcoin-cash,1788497700000,256.13871425903096
cardano,1788497700000,0.2238414274949144
chainlink,1788497700000,11.933548247613732
ethereum,1788497700000,2508.5540529922328
hyperliquid,1788497700000,86.53586962921194
monero,1788497700000,502.41023477575897
ripple,1788497700000,1.4511142804566426
solana,1788497700000,103.91472368551179
tron,1788497700000,0.32912278273399226
zcash,1788497700000,949.2214881712042
binancecoin,1788498000000,725.8797018162408
bitcoin,1788498000000,81055.85296434356
bitcoin-cash,1788498000000,256.11337038094433
cardano,1788498000000,0.2230917623777165
chainlink,1788498000000,11.922224531655198
ethereum,1788498000000,2508.6225191626513
hyperliquid,1788498000000,86.41946024073704
monero,1788498000000,502.2370428320606
ripple,1788498000000,1.4499578503966806
solana,1788498000000,103.86750300540466
tron,1788498000000,0.32906980433254185
zcash,1788498000000,947.2844300190102
binancecoin,1788498300000,725.8292003516779
bitcoin,1788498300000,80998.42653050681
bitcoin-cash,1788498300000,255.93853736946863
cardano,1788498300000,0.22274645742381122
chainlink,1788498300000,11.90377062493346
ethereum,1788498300000,2507.8176019763123
hyperliquid,1788498300000,86.45101052116335
monero,1788498300000,501.06833710318017
ripple,1788498300000,1.448228628893919
solana,1788498300000,103.78193983187444
tron,1788498300000,0.3290306691729545
zcash,1788498300000,948.0968288513828
binancecoin,1788498600000,725.8462421513228
bitcoin,1788498600000,81042.59694674799
bitcoin-cash,1788498600000,256.1363906182628
cardano,1788498600000,0.22278786185205848
chainlink,1788498600000,11.940932220530373
ethereum,1788498600000,2511.490120783526
hyperliquid,1788498600000,86.45299952401228
monero,1788498600000,503.25344377739515
ripple,1788498600000,1.4494912065884757
solana,1788498600000,103.83899049186017
tron,1788498600000,0.3290254213147196
zcash,1788498600000,951.4470505047393
binancecoin,1788498900000,724.8753461373863
bitcoin,1788498900000,80978.13145473183
bitcoin-cash,1788498900000,255.94568031772252
cardano,1788498900000,0.222404607920232
chainlink,1788498900000,11.926957429738946
ethereum,1788498900000,2511.3465158102363
hyperliquid,1788498900000,86.37416211339456
monero,1788498900000,501.1777391010346
ripple,1788498900000,1.4478524997437379
solana,1788498900000,103.78640877716977
tron,1788498900000,0.3290392857774236
zcash,1788498900000,951.1205550559224
binancecoin,1788499200000,725.3715436213727
bitcoin,1788499200000,81084.85100381247
bitcoin-cash,1788499200000,256.20103018322163
cardano,1788499200000,0.22283279260029804
chainlink,1788499200000,11.940117803048443
ethereum,1788499200000,2514.199068603612
hyperliquid,1788499200000,86.59553866126339
monero,1788499200000,504.22596572636485
ripple,1788499200000,1.4506988799999219
solana,1788499200000,103.9282578421411
tron,1788499200000,0.3289152013413823
zcash,1788499200000,954.647843106585
binancecoin,1788499500000,724.9418689723929
bitcoin,1788499500000,81099.4555860703
bitcoin-cash,1788499500000,256.1199183214742
cardano,1788499500000,0.22254533567129556
chainlink,1788499500000,11.948494601768965
ethereum,1788499500000,2515.021697077086
hyperliquid,1788499500000,86.48223455587681
monero,1788499500000,503.1368190520772
ripple,1788499500000,1.4523141410259457
solana,1788499500000,103.99989343707291
tron,1788499500000,0.3288716282493843
zcash,1788499500000,957.0690995785976
binancecoin,1788499800000,724.3980377841549
bitcoin,1788499800000,81033.64186807653
bitcoin-cash,1788499800000,255.7208151433807
cardano,1788499800000,0.2218935424642834
chainlink,1788499800000,11.901361586203096
ethereum,1788499800000,2511.262216087847
hyperliquid,1788499800000,86.2502176979773
monero,1788499800000,502.0318667704035
ripple,1788499800000,1.4484818683877354
solana,1788499800000,103.75467924737461
tron,1788499800000,0.3288119963223241
zcash,1788499800000,954.2855819797871
binancecoin,1788500100000,723.9183232516023
bitcoin,1788500100000,80978.70164755624
bitcoin-cash,1788500100000,255.51730229748668
cardano,1788500100000,0.22190548014003203
chainlink,1788500100000,11.897356605786701
ethereum,1788500100000,2510.6679687436294
hyperliquid,1788500100000,86.13422260309062
monero,1788500100000,501.57113781604454
ripple,1788500100000,1.4476886029151603
solana,1788500100000,103.6623809091188
tron,1788500100000,0.3288279940459785
zcash,1788500100000,956.2645223766821
binancecoin,1788500400000,723.7178510596743
bitcoin,1788500400000,80924.750110818
bitcoin-cash,1788500400000,255.15758537444364
cardano,1788500400000,0.22144707212024267
chainlink,1788500400000,11.888821745570077
ethereum,1788500400000,2508.889646506108
hyperliquid,1788500400000,86.00518827394656
monero,1788500400000,502.12409446923664
ripple,1788500400000,1.4452872217807606
solana,1788500400000,103.63889440068763
tron,1788500400000,0.32870765141096
zcash,1788500400000,954.0261744890681
binancecoin,1788500700000,724.2610170585921
bitcoin,1788500700000,80969.99933475589
bitcoin-cash,1788500700000,255.41229568508615
cardano,1788500700000,0.22159202175712484
chainlink,1788500700000,11.905848806697009
ethereum,1788500700000,2511.587777351063
hyperliquid,1788500700000,86.04864907167877
monero,1788500700000,502.89767458702994
ripple,1788500700000,1.4497060504559864
solana,1788500700000,103.79673398487778
tron,1788500700000,0.3286607238899856
zcash,1788500700000,957.2243202149735
binancecoin,1788501000000,723.5850595316789
bitcoin,1788501000000,80910.53446337623
bitcoin-cash,1788501000000,254.8377156980108
cardano,1788501000000,0.22098738321688774
chainlink,1788501000000,11.864024289591958
ethereum,1788501000000,2508.769591310519
hyperliquid,1788501000000,85.96478303483929
monero,1788501000000,501.9539062111671
ripple,1788501000000,1.444454820612828
solana,1788501000000,103.61836652274417
tron,1788501000000,0.328622335214625
zcash,1788501000000,954.9629825535736
binancecoin,1788501300000,723.2504267775545
bitcoin,1788501300000,80859.17039249506
bitcoin-cash,1788501300000,254.28233730142173
cardano,1788501300000,0.22041027437501534
chainlink,1788501300000,11.841162412559905
ethereum,1788501300000,2504.7680016661598
hyperliquid,1788501300000,85.74753922909656
monero,1788501300000,502.1387460630001
ripple,1788501300000,1.4432633345036152
solana,1788501300000,103.46703148333457
tron,1788501300000,0.3287181921835617
zcash,1788501300000,953.0473754473898
binancecoin,1788501600000,724.6818758234182
bitcoin,1788501600000,80982.60774336972
bitcoin-cash,1788501600000,255.02597787244537
cardano,1788501600000,0.2211566529755694
chainlink,1788501600000,11.883134054700099
ethereum,1788501600000,2508.748383552483
hyperliquid,1788501600000,86.15419187745356
monero,1788501600000,502.8095512318053
ripple,1788501600000,1.4469841588874695
solana,1788501600000,103.69194579150488
tron,1788501600000,0.3287060686361257
zcash,1788501600000,956.7384214903054
binancecoin,1788501900000,724.0039870276346
bitcoin,1788501900000,80930.01670777332
bitcoin-cash,1788501900000,254.8456842590244
cardano,1788501900000,0.2208487781297982
chainlink,1788501900000,11.873742924773477
ethereum,1788501900000,2507.9157066364987
hyperliquid,1788501900000,85.86498295606434
monero,1788501900000,504.47967333923754
ripple,1788501900000,1.4467160786297464
solana,1788501900000,103.7496895186438
tron,1788501900000,0.32862045327653816
zcash,1788501900000,954.9784744480498
binancecoin,1788502200000,724.6484127607707
bitcoin,1788502200000,81002.24113924244
bitcoin-cash,1788502200000,255.16286582505722
cardano,1788502200000,0.22200121814107907
chainlink,1788502200000,11.897103589373796
ethereum,1788502200000,2509.7405791173987
hyperliquid,1788502200000,85.90643056504506
monero,1788502200000,506.9185944584667
ripple,1788502200000,1.4494189157264403
solana,1788502200000,103.84757728643694
tron,1788502200000,0.3286321054420585
zcash,1788502200000,955.5668833361174
binancecoin,1788502500000,724.205944157779
bitcoin,1788502500000,81015.44500188138
bitcoin-cash,1788502500000,255.31482274587185
cardano,1788502500000,0.22177280322841816
chainlink,1788502500000,11.905469126630742
